variant,benchmark,input_value,input_metric,phase,time_lo_s,time_mid_s,time_hi_s,units
32-reg,collatz,140,n,preprocess,2.170000,2.190000,2.329000,s
32-reg,collatz,140,n,prove,0.614000,0.618000,0.622000,s
32-reg,collatz,140,n,verify,0.051000,0.052000,0.052000,s
32-reg,collatz,145,n,decode,0.193000,0.196000,0.197000,s
32-reg,collatz,145,n,trace,0.071000,0.072000,0.073000,s
32-reg,collatz,145,n,preprocess,2.161000,2.177000,2.264000,s
32-reg,collatz,145,n,prove,0.865000,0.890000,0.899000,s
32-reg,collatz,145,n,verify,0.052000,0.053000,0.055000,s
32-reg,collatz,150,n,decode,0.193000,0.196000,0.198000,s
32-reg,collatz,150,n,trace,0.070000,0.070000,0.071000,s
32-reg,collatz,150,n,preprocess,2.157000,2.175000,2.227000,s
32-reg,collatz,150,n,prove,0.615000,0.618000,0.620000,s
32-reg,collatz,150,n,verify,0.052000,0.053000,0.053000,s
32-reg,collatz,155,n,decode,0.192000,0.193000,0.196000,s
32-reg,collatz,155,n,trace,0.070000,0.071000,0.072000,s
32-reg,collatz,155,n,preprocess,2.154000,2.181000,2.292000,s
32-reg,collatz,155,n,prove,0.747000,0.761000,0.768000,s
32-reg,collatz,155,n,verify,0.053000,0.053000,0.055000,s
32-reg,collatz,160,n,decode,0.194000,0.196000,0.206000,s
32-reg,collatz,160,n,trace,0.069000,0.070000,0.071000,s
32-reg,collatz,160,n,preprocess,2.156000,2.195000,2.323000,s
32-reg,collatz,160,n,prove,0.612000,0.616000,0.618000,s
32-reg,collatz,160,n,verify,0.052000,0.052000,0.053000,s
32-reg,collatz,165,n,decode,0.194000,0.195000,0.197000,s
32-reg,collatz,165,n,trace,0.071000,0.072000,0.073000,s
32-reg,collatz,165,n,preprocess,2.163000,2.178000,2.195000,s
32-reg,collatz,165,n,prove,0.861000,0.867000,0.873000,s
32-reg,collatz,165,n,verify,0.053000,0.054000,0.054000,s
32-reg,collatz,170,n,decode,0.193000,0.195000,0.196000,s
32-reg,collatz,170,n,trace,0.070000,0.070000,0.071000,s
32-reg,collatz,170,n,preprocess,2.164000,2.205000,2.287000,s
32-reg,collatz,170,n,prove,0.612000,0.616000,0.618000,s
32-reg,collatz,170,n,verify,0.052000,0.053000,0.053000,s
32-reg,collatz,175,n,decode,0.192000,0.195000,0.197000,s
32-reg,collatz,175,n,trace,0.071000,0.072000,0.072000,s
32-reg,collatz,175,n,preprocess,2.160000,2.171000,2.296000,s
32-reg,collatz,175,n,prove,0.739000,0.745000,0.758000,s
32-reg,collatz,175,n,verify,0.053000,0.053000,0.055000,s
32-reg,collatz,180,n,decode,0.193000,0.195000,0.196000,s
32-reg,collatz,180,n,trace,0.070000,0.070000,0.072000,s
32-reg,collatz,180,n,preprocess,2.157000,2.166000,2.231000,s
32-reg,collatz,180,n,prove,0.619000,0.620000,0.625000,s
32-reg,collatz,180,n,verify,0.052000,0.052000,0.054000,s
32-reg,collatz,185,n,decode,0.193000,0.195000,0.197000,s
32-reg,collatz,185,n,trace,0.070000,0.071000,0.072000,s
32-reg,collatz,185,n,preprocess,2.159000,2.182000,2.310000,s
32-reg,collatz,185,n,prove,0.720000,0.723000,0.731000,s
32-reg,collatz,185,n,verify,0.052000,0.053000,0.054000,s
32-reg,collatz,190,n,decode,0.193000,0.195000,0.209000,s
32-reg,collatz,190,n,trace,0.072000,0.072000,0.073000,s
32-reg,collatz,190,n,preprocess,2.156000,2.165000,2.296000,s
32-reg,collatz,190,n,prove,0.858000,0.862000,0.867000,s
32-reg,collatz,190,n,verify,0.052000,0.053000,0.054000,s
32-reg,collatz,195,n,decode,0.193000,0.195000,0.198000,s
32-reg,collatz,195,n,trace,0.072000,0.072000,0.074000,s
32-reg,collatz,195,n,preprocess,2.162000,2.189000,2.263000,s
32-reg,collatz,195,n,prove,0.866000,0.872000,0.894000,s
32-reg,collatz,195,n,verify,0.053000,0.054000,0.055000,s
32-reg,collatz,200,n,decode,0.193000,0.194000,0.196000,s
32-reg,collatz,200,n,trace,0.070000,0.070000,0.072000,s
32-reg,collatz,200,n,preprocess,2.156000,2.175000,2.237000,s
32-reg,collatz,200,n,prove,0.650000,0.655000,0.659000,s
32-reg,collatz,200,n,verify,0.052000,0.053000,0.053000,s
32-reg,collatz,210,n,decode,0.192000,0.194000,0.195000,s
32-reg,collatz,210,n,trace,0.070000,0.070000,0.071000,s
32-reg,collatz,210,n,preprocess,2.157000,2.166000,2.197000,s
32-reg,collatz,210,n,prove,0.659000,0.661000,0.662000,s
32-reg,collatz,210,n,verify,0.051000,0.053000,0.054000,s
32-reg,collatz,220,n,decode,0.193000,0.196000,0.197000,s
32-reg,collatz,220,n,trace,0.072000,0.072000,0.074000,s
32-reg,collatz,220,n,preprocess,2.166000,2.195000,2.235000,s
32-reg,collatz,220,n,prove,0.864000,0.871000,0.874000,s
32-reg,collatz,220,n,verify,0.053000,0.054000,0.055000,s
32-reg,collatz,230,n,decode,0.193000,0.196000,0.198000,s
32-reg,collatz,230,n,trace,0.070000,0.071000,0.071000,s
32-reg,collatz,230,n,preprocess,2.160000,2.221000,2.289000,s
32-reg,collatz,230,n,prove,0.656000,0.659000,0.661000,s
32-reg,collatz,230,n,verify,0.052000,0.053000,0.055000,s
32-reg,collatz,240,n,decode,0.192000,0.194000,0.206000,s
32-reg,collatz,240,n,trace,0.069000,0.070000,0.071000,s
32-reg,collatz,240,n,preprocess,2.171000,2.196000,2.338000,s
32-reg,collatz,240,n,prove,0.646000,0.651000,0.653000,s
32-reg,collatz,240,n,verify,0.051000,0.052000,0.054000,s
32-reg,collatz,250,n,decode,0.194000,0.195000,0.196000,s
32-reg,collatz,250,n,trace,0.071000,0.072000,0.073000,s
32-reg,collatz,250,n,preprocess,2.157000,2.186000,2.347000,s
32-reg,collatz,250,n,prove,0.861000,0.866000,0.888000,s
32-reg,collatz,250,n,verify,0.052000,0.053000,0.054000,s
32-reg,collatz,500,n,decode,0.194000,0.195000,0.198000,s
32-reg,collatz,500,n,trace,0.071000,0.072000,0.073000,s
32-reg,collatz,500,n,preprocess,2.158000,2.168000,2.292000,s
32-reg,collatz,500,n,prove,0.865000,0.869000,0.894000,s
32-reg,collatz,500,n,verify,0.053000,0.054000,0.054000,s
32-reg,collatz,750,n,decode,0.193000,0.194000,0.196000,s
32-reg,collatz,750,n,trace,0.070000,0.071000,0.072000,s
32-reg,collatz,750,n,preprocess,2.159000,2.170000,2.296000,s
32-reg,collatz,750,n,prove,0.723000,0.727000,0.730000,s
32-reg,collatz,750,n,verify,0.053000,0.054000,0.055000,s
32-reg,collatz,1000,n,decode,0.193000,0.195000,0.198000,s
32-reg,collatz,1000,n,trace,0.072000,0.072000,0.073000,s
32-reg,collatz,1000,n,preprocess,2.161000,2.194000,2.324000,s
32-reg,collatz,1000,n,prove,0.864000,0.884000,0.893000,s
32-reg,collatz,1000,n,verify,0.052000,0.054000,0.055000,s
32-reg,collatz,2000,n,decode,0.193000,0.195000,0.198000,s
32-reg,collatz,2000,n,trace,0.071000,0.072000,0.074000,s
32-reg,collatz,2000,n,preprocess,2.158000,2.168000,2.329000,s
32-reg,collatz,2000,n,prove,0.865000,0.868000,0.891000,s
32-reg,collatz,2000,n,verify,0.052000,0.054000,0.055000,s
32-reg,collatz,3000,n,decode,0.192000,0.195000,0.208000,s
32-reg,collatz,3000,n,trace,0.069000,0.070000,0.071000,s
32-reg,collatz,3000,n,preprocess,2.159000,2.193000,2.277000,s
32-reg,collatz,3000,n,prove,0.722000,0.725000,0.732000,s
32-reg,collatz,3000,n,verify,0.052000,0.054000,0.055000,s
32-reg,collatz,4000,n,decode,0.193000,0.196000,0.197000,s
32-reg,collatz,4000,n,trace,0.071000,0.072000,0.073000,s
32-reg,collatz,4000,n,preprocess,2.157000,2.199000,2.295000,s
32-reg,collatz,4000,n,prove,0.862000,0.870000,0.893000,s
32-reg,collatz,4000,n,verify,0.052000,0.054000,0.055000,s
32-reg,collatz,5000,n,decode,0.192000,0.194000,0.195000,s
32-reg,collatz,5000,n,trace,0.069000,0.070000,0.071000,s
32-reg,collatz,5000,n,preprocess,2.159000,2.195000,2.296000,s
32-reg,collatz,5000,n,prove,0.650000,0.654000,0.658000,s
32-reg,collatz,5000,n,verify,0.052000,0.053000,0.054000,s
32-reg,collatz,6000,n,decode,0.194000,0.194000,0.196000,s
32-reg,collatz,6000,n,trace,0.070000,0.071000,0.072000,s
32-reg,collatz,6000,n,preprocess,2.163000,2.183000,2.293000,s
32-reg,collatz,6000,n,prove,0.723000,0.728000,0.732000,s
32-reg,collatz,6000,n,verify,0.052000,0.054000,0.054000,s
32-reg,collatz,7000,n,decode,0.192000,0.194000,0.197000,s
32-reg,collatz,7000,n,trace,0.070000,0.070000,0.071000,s
32-reg,collatz,7000,n,preprocess,2.154000,2.172000,2.255000,s
32-reg,collatz,7000,n,prove,0.653000,0.657000,0.666000,s
32-reg,collatz,7000,n,verify,0.052000,0.053000,0.054000,s
32-reg,collatz,8000,n,decode,0.193000,0.195000,0.196000,s
32-reg,collatz,8000,n,trace,0.072000,0.073000,0.074000,s
32-reg,collatz,8000,n,preprocess,2.164000,2.181000,2.297000,s
32-reg,collatz,8000,n,prove,0.865000,0.874000,0.897000,s
32-reg,collatz,8000,n,verify,0.053000,0.054000,0.055000,s
32-reg,collatz,9000,n,decode,0.193000,0.195000,0.206000,s
32-reg,collatz,9000,n,trace,0.071000,0.071000,0.072000,s
32-reg,collatz,9000,n,preprocess,2.159000,2.195000,2.323000,s
32-reg,collatz,9000,n,prove,0.722000,0.726000,0.731000,s
32-reg,collatz,9000,n,verify,0.052000,0.054000,0.055000,s
32-reg,collatz,10000,n,decode,0.192000,0.194000,0.208000,s
32-reg,collatz,10000,n,trace,0.070000,0.070000,0.072000,s
32-reg,collatz,10000,n,preprocess,2.159000,2.164000,2.228000,s
32-reg,collatz,10000,n,prove,0.653000,0.655000,0.659000,s
32-reg,collatz,10000,n,verify,0.052000,0.053000,0.054000,s
32-reg,collatz,12500,n,decode,0.193000,0.195000,0.197000,s
32-reg,collatz,12500,n,trace,0.071000,0.073000,0.074000,s
32-reg,collatz,12500,n,preprocess,2.155000,2.178000,2.230000,s
32-reg,collatz,12500,n,prove,0.870000,0.875000,0.880000,s
32-reg,collatz,12500,n,verify,0.053000,0.054000,0.055000,s
32-reg,collatz,15000,n,decode,0.193000,0.194000,0.198000,s
32-reg,collatz,15000,n,trace,0.072000,0.073000,0.074000,s
32-reg,collatz,15000,n,preprocess,2.159000,2.185000,2.292000,s
32-reg,collatz,15000,n,prove,0.908000,0.917000,0.921000,s
32-reg,collatz,15000,n,verify,0.053000,0.054000,0.055000,s
32-reg,collatz,17500,n,decode,0.193000,0.195000,0.196000,s
32-reg,collatz,17500,n,trace,0.070000,0.071000,0.072000,s
32-reg,collatz,17500,n,preprocess,2.163000,2.178000,2.224000,s
32-reg,collatz,17500,n,prove,0.738000,0.743000,0.763000,s
32-reg,collatz,17500,n,verify,0.053000,0.053000,0.055000,s
32-reg,collatz,20000,n,decode,0.192000,0.194000,0.195000,s
32-reg,collatz,20000,n,trace,0.070000,0.071000,0.072000,s
32-reg,collatz,20000,n,preprocess,2.159000,2.176000,2.289000,s
32-reg,collatz,20000,n,prove,0.655000,0.657000,0.664000,s
32-reg,collatz,20000,n,verify,0.052000,0.053000,0.054000,s
32-reg,collatz,25000,n,decode,0.193000,0.194000,0.206000,s
32-reg,collatz,25000,n,trace,0.071000,0.072000,0.073000,s
32-reg,collatz,25000,n,preprocess,2.160000,2.198000,2.232000,s
32-reg,collatz,25000,n,prove,0.872000,0.874000,0.881000,s
32-reg,collatz,25000,n,verify,0.052000,0.054000,0.055000,s
32-reg,fibonacci,1,n,decode,0.221000,0.229000,0.251000,s
32-reg,fibonacci,1,n,trace,0.062000,0.070000,0.072000,s
32-reg,fibonacci,1,n,preprocess,2.556000,2.621000,2.696000,s
32-reg,fibonacci,1,n,prove,0.591000,0.600000,0.602000,s
32-reg,fibonacci,1,n,verify,0.046000,0.047000,0.049000,s
32-reg,fibonacci,2,n,decode,0.220000,0.222000,0.231000,s
32-reg,fibonacci,2,n,trace,0.070000,0.070000,0.072000,s
32-reg,fibonacci,2,n,preprocess,2.560000,2.650000,2.720000,s
32-reg,fibonacci,2,n,prove,0.590000,0.595000,0.606000,s
32-reg,fibonacci,2,n,verify,0.046000,0.047000,0.049000,s
32-reg,fibonacci,3,n,decode,0.219000,0.224000,0.230000,s
32-reg,fibonacci,3,n,trace,0.069000,0.070000,0.071000,s
32-reg,fibonacci,3,n,preprocess,2.542000,2.600000,2.686000,s
32-reg,fibonacci,3,n,prove,0.593000,0.599000,0.604000,s
32-reg,fibonacci,3,n,verify,0.044000,0.046000,0.049000,s
32-reg,fibonacci,4,n,decode,0.217000,0.223000,0.227000,s
32-reg,fibonacci,4,n,trace,0.070000,0.070000,0.071000,s
32-reg,fibonacci,4,n,preprocess,2.542000,2.599000,2.730000,s
32-reg,fibonacci,4,n,prove,0.590000,0.597000,0.604000,s
32-reg,fibonacci,4,n,verify,0.045000,0.047000,0.049000,s
32-reg,fibonacci,5,n,decode,0.220000,0.225000,0.227000,s
32-reg,fibonacci,5,n,trace,0.070000,0.070000,0.073000,s
32-reg,fibonacci,5,n,preprocess,2.552000,2.642000,2.767000,s
32-reg,fibonacci,5,n,prove,0.592000,0.597000,0.604000,s
32-reg,fibonacci,5,n,verify,0.046000,0.048000,0.049000,s
32-reg,fibonacci,6,n,decode,0.213000,0.223000,0.225000,s
32-reg,fibonacci,6,n,trace,0.069000,0.070000,0.072000,s
32-reg,fibonacci,6,n,preprocess,2.542000,2.571000,2.689000,s
32-reg,fibonacci,6,n,prove,0.587000,0.597000,0.606000,s
32-reg,fibonacci,6,n,verify,0.046000,0.047000,0.049000,s
32-reg,fibonacci,7,n,decode,0.217000,0.221000,0.239000,s
32-reg,fibonacci,7,n,trace,0.070000,0.071000,0.072000,s
32-reg,fibonacci,7,n,preprocess,2.466000,2.574000,2.684000,s
32-reg,fibonacci,7,n,prove,0.590000,0.596000,0.607000,s
32-reg,fibonacci,7,n,verify,0.045000,0.047000,0.048000,s
32-reg,fibonacci,8,n,decode,0.216000,0.224000,0.225000,s
32-reg,fibonacci,8,n,trace,0.069000,0.071000,0.072000,s
32-reg,fibonacci,8,n,preprocess,2.486000,2.578000,2.750000,s
32-reg,fibonacci,8,n,prove,0.589000,0.598000,0.607000,s
32-reg,fibonacci,8,n,verify,0.045000,0.048000,0.049000,s
32-reg,fibonacci,9,n,decode,0.214000,0.221000,0.226000,s
32-reg,fibonacci,9,n,trace,0.069000,0.071000,0.073000,s
32-reg,fibonacci,9,n,preprocess,2.493000,2.534000,2.745000,s
32-reg,fibonacci,9,n,prove,0.594000,0.597000,0.606000,s
32-reg,fibonacci,9,n,verify,0.046000,0.047000,0.048000,s
32-reg,fibonacci,10,n,decode,0.218000,0.224000,0.227000,s
32-reg,fibonacci,10,n,trace,0.071000,0.072000,0.073000,s
32-reg,fibonacci,10,n,preprocess,2.544000,2.610000,2.678000,s
32-reg,fibonacci,10,n,prove,0.606000,0.610000,0.617000,s
32-reg,fibonacci,10,n,verify,0.046000,0.047000,0.049000,s
32-reg,fibonacci,11,n,decode,0.220000,0.224000,0.228000,s
32-reg,fibonacci,11,n,trace,0.071000,0.071000,0.072000,s
32-reg,fibonacci,11,n,preprocess,2.556000,2.602000,2.690000,s
32-reg,fibonacci,11,n,prove,0.604000,0.610000,0.620000,s
32-reg,fibonacci,11,n,verify,0.045000,0.047000,0.051000,s
32-reg,fibonacci,12,n,decode,0.214000,0.218000,0.230000,s
32-reg,fibonacci,12,n,trace,0.070000,0.071000,0.072000,s
32-reg,fibonacci,12,n,preprocess,2.495000,2.532000,2.649000,s
32-reg,fibonacci,12,n,prove,0.606000,0.608000,0.626000,s
32-reg,fibonacci,12,n,verify,0.046000,0.048000,0.050000,s
32-reg,fibonacci,13,n,decode,0.215000,0.218000,0.221000,s
32-reg,fibonacci,13,n,trace,0.070000,0.071000,0.072000,s
32-reg,fibonacci,13,n,preprocess,2.462000,2.521000,2.653000,s
32-reg,fibonacci,13,n,prove,0.599000,0.610000,0.614000,s
32-reg,fibonacci,13,n,verify,0.047000,0.048000,0.050000,s
32-reg,fibonacci,14,n,decode,0.216000,0.221000,0.223000,s
32-reg,fibonacci,14,n,trace,0.070000,0.071000,0.072000,s
32-reg,fibonacci,14,n,preprocess,2.489000,2.537000,2.692000,s
32-reg,fibonacci,14,n,prove,0.603000,0.612000,0.617000,s
32-reg,fibonacci,14,n,verify,0.047000,0.048000,0.049000,s
32-reg,fibonacci,15,n,decode,0.215000,0.219000,0.225000,s
32-reg,fibonacci,15,n,trace,0.070000,0.071000,0.073000,s
32-reg,fibonacci,15,n,preprocess,2.477000,2.503000,2.599000,s
32-reg,fibonacci,15,n,prove,0.603000,0.610000,0.614000,s
32-reg,fibonacci,15,n,verify,0.047000,0.048000,0.051000,s
32-reg,fibonacci,16,n,decode,0.214000,0.220000,0.227000,s
32-reg,fibonacci,16,n,trace,0.070000,0.071000,0.071000,s
32-reg,fibonacci,16,n,preprocess,2.414000,2.514000,2.668000,s
32-reg,fibonacci,16,n,prove,0.606000,0.609000,0.615000,s
32-reg,fibonacci,16,n,verify,0.048000,0.049000,0.050000,s
32-reg,fibonacci,17,n,decode,0.216000,0.220000,0.226000,s
32-reg,fibonacci,17,n,trace,0.070000,0.072000,0.073000,s
32-reg,fibonacci,17,n,preprocess,2.458000,2.524000,2.632000,s
32-reg,fibonacci,17,n,prove,0.607000,0.610000,0.626000,s
32-reg,fibonacci,17,n,verify,0.048000,0.049000,0.049000,s
32-reg,fibonacci,18,n,decode,0.219000,0.227000,0.241000,s
32-reg,fibonacci,18,n,trace,0.070000,0.072000,0.073000,s
32-reg,fibonacci,18,n,preprocess,2.557000,2.613000,2.747000,s
32-reg,fibonacci,18,n,prove,0.610000,0.613000,0.620000,s
32-reg,fibonacci,18,n,verify,0.047000,0.048000,0.050000,s
32-reg,fibonacci,19,n,decode,0.210000,0.219000,0.222000,s
32-reg,fibonacci,19,n,trace,0.070000,0.071000,0.072000,s
32-reg,fibonacci,19,n,preprocess,2.490000,2.533000,2.654000,s
32-reg,fibonacci,19,n,prove,0.606000,0.611000,0.616000,s
32-reg,fibonacci,19,n,verify,0.046000,0.049000,0.050000,s
32-reg,fibonacci,20,n,decode,0.219000,0.223000,0.230000,s
32-reg,fibonacci,20,n,trace,0.071000,0.072000,0.073000,s
32-reg,fibonacci,20,n,preprocess,2.493000,2.597000,2.717000,s
32-reg,fibonacci,20,n,prove,0.607000,0.616000,0.620000,s
32-reg,fibonacci,20,n,verify,0.046000,0.048000,0.050000,s
32-reg,fibonacci,21,n,decode,0.224000,0.228000,0.229000,s
32-reg,fibonacci,21,n,trace,0.071000,0.072000,0.073000,s
32-reg,fibonacci,21,n,preprocess,2.567000,2.623000,2.675000,s
32-reg,fibonacci,21,n,prove,0.609000,0.613000,0.619000,s
32-reg,fibonacci,21,n,verify,0.048000,0.049000,0.050000,s
32-reg,fibonacci,22,n,decode,0.216000,0.224000,0.235000,s
32-reg,fibonacci,22,n,trace,0.071000,0.072000,0.072000,s
32-reg,fibonacci,22,n,preprocess,2.566000,2.633000,2.737000,s
32-reg,fibonacci,22,n,prove,0.608000,0.614000,0.618000,s
32-reg,fibonacci,22,n,verify,0.048000,0.049000,0.050000,s
32-reg,fibonacci,23,n,decode,0.219000,0.221000,0.228000,s
32-reg,fibonacci,23,n,trace,0.071000,0.071000,0.073000,s
32-reg,fibonacci,23,n,preprocess,2.498000,2.586000,2.684000,s
32-reg,fibonacci,23,n,prove,0.607000,0.613000,0.620000,s
32-reg,fibonacci,23,n,verify,0.046000,0.048000,0.050000,s
32-reg,fibonacci,24,n,decode,0.214000,0.219000,0.230000,s
32-reg,fibonacci,24,n,trace,0.071000,0.072000,0.073000,s
32-reg,fibonacci,24,n,preprocess,2.473000,2.523000,2.673000,s
32-reg,fibonacci,24,n,prove,0.609000,0.613000,0.617000,s
32-reg,fibonacci,24,n,verify,0.047000,0.048000,0.049000,s
32-reg,fibonacci,25,n,decode,0.216000,0.223000,0.237000,s
32-reg,fibonacci,25,n,trace,0.071000,0.072000,0.074000,s
32-reg,fibonacci,25,n,preprocess,2.510000,2.604000,2.777000,s
32-reg,fibonacci,25,n,prove,0.614000,0.617000,0.622000,s
32-reg,fibonacci,25,n,verify,0.048000,0.049000,0.051000,s
32-reg,fibonacci,26,n,decode,0.222000,0.228000,0.230000,s
32-reg,fibonacci,26,n,trace,0.072000,0.073000,0.073000,s
32-reg,fibonacci,26,n,preprocess,2.584000,2.627000,2.729000,s
32-reg,fibonacci,26,n,prove,0.627000,0.635000,0.638000,s
32-reg,fibonacci,26,n,verify,0.048000,0.049000,0.051000,s
32-reg,fibonacci,27,n,decode,0.218000,0.221000,0.229000,s
32-reg,fibonacci,27,n,trace,0.071000,0.072000,0.073000,s
32-reg,fibonacci,27,n,preprocess,2.518000,2.592000,2.726000,s
32-reg,fibonacci,27,n,prove,0.622000,0.629000,0.633000,s
32-reg,fibonacci,27,n,verify,0.048000,0.049000,0.051000,s
32-reg,fibonacci,28,n,decode,0.218000,0.222000,0.228000,s
32-reg,fibonacci,28,n,trace,0.072000,0.072000,0.074000,s
32-reg,fibonacci,28,n,preprocess,2.499000,2.587000,2.795000,s
32-reg,fibonacci,28,n,prove,0.623000,0.629000,0.636000,s
32-reg,fibonacci,28,n,verify,0.047000,0.049000,0.052000,s
32-reg,fibonacci,29,n,decode,0.215000,0.220000,0.231000,s
32-reg,fibonacci,29,n,trace,0.070000,0.072000,0.074000,s
32-reg,fibonacci,29,n,preprocess,2.506000,2.560000,2.659000,s
32-reg,fibonacci,29,n,prove,0.624000,0.631000,0.638000,s
32-reg,fibonacci,29,n,verify,0.047000,0.049000,0.050000,s
32-reg,fibonacci,30,n,decode,0.215000,0.220000,0.228000,s
32-reg,fibonacci,30,n,trace,0.072000,0.072000,0.075000,s
32-reg,fibonacci,30,n,preprocess,2.474000,2.555000,2.594000,s
32-reg,fibonacci,30,n,prove,0.625000,0.629000,0.637000,s
32-reg,fibonacci,30,n,verify,0.046000,0.049000,0.051000,s
32-reg,fibonacci,31,n,decode,0.216000,0.219000,0.224000,s
32-reg,fibonacci,31,n,trace,0.072000,0.072000,0.074000,s
32-reg,fibonacci,31,n,preprocess,2.509000,2.544000,2.682000,s
32-reg,fibonacci,31,n,prove,0.623000,0.631000,0.640000,s
32-reg,fibonacci,31,n,verify,0.049000,0.050000,0.051000,s
32-reg,fibonacci,32,n,decode,0.220000,0.224000,0.228000,s
32-reg,fibonacci,32,n,trace,0.071000,0.072000,0.088000,s
32-reg,fibonacci,32,n,preprocess,2.502000,2.670000,2.899000,s
32-reg,fibonacci,32,n,prove,0.625000,0.633000,0.637000,s
32-reg,fibonacci,32,n,verify,0.048000,0.049000,0.052000,s
32-reg,fibonacci,33,n,decode,0.215000,0.219000,0.227000,s
32-reg,fibonacci,33,n,trace,0.070000,0.071000,0.072000,s
32-reg,fibonacci,33,n,preprocess,2.455000,2.590000,2.633000,s
32-reg,fibonacci,33,n,prove,0.623000,0.629000,0.641000,s
32-reg,fibonacci,33,n,verify,0.049000,0.050000,0.051000,s
32-reg,fibonacci,34,n,decode,0.218000,0.220000,0.229000,s
32-reg,fibonacci,34,n,trace,0.070000,0.072000,0.073000,s
32-reg,fibonacci,34,n,preprocess,2.521000,2.579000,2.750000,s
32-reg,fibonacci,34,n,prove,0.625000,0.632000,0.640000,s
32-reg,fibonacci,34,n,verify,0.048000,0.049000,0.052000,s
32-reg,fibonacci,35,n,decode,0.216000,0.223000,0.239000,s
32-reg,fibonacci,35,n,trace,0.071000,0.071000,0.073000,s
32-reg,fibonacci,35,n,preprocess,2.500000,2.559000,2.698000,s
32-reg,fibonacci,35,n,prove,0.623000,0.632000,0.637000,s
32-reg,fibonacci,35,n,verify,0.048000,0.050000,0.050000,s
32-reg,fibonacci,36,n,decode,0.213000,0.220000,0.229000,s
32-reg,fibonacci,36,n,trace,0.071000,0.071000,0.074000,s
32-reg,fibonacci,36,n,preprocess,2.467000,2.542000,2.681000,s
32-reg,fibonacci,36,n,prove,0.625000,0.631000,0.635000,s
32-reg,fibonacci,36,n,verify,0.047000,0.049000,0.051000,s
32-reg,fibonacci,37,n,decode,0.218000,0.219000,0.225000,s
32-reg,fibonacci,37,n,trace,0.071000,0.072000,0.073000,s
32-reg,fibonacci,37,n,preprocess,2.488000,2.579000,2.707000,s
32-reg,fibonacci,37,n,prove,0.624000,0.631000,0.636000,s
32-reg,fibonacci,37,n,verify,0.047000,0.049000,0.051000,s
32-reg,fibonacci,38,n,decode,0.214000,0.219000,0.223000,s
32-reg,fibonacci,38,n,trace,0.071000,0.072000,0.073000,s
